date,tmax_C,tmin_C,precip_mm,rh_max_pct,rh_min_pct,solar_MJ_m2
1995-01-01,34.1,19.8,0.0,32,20,21.28
1995-01-02,34.4,21.6,0.0,35,23,21.0
1995-01-03,34.6,20.9,0.0,44,16,21.16
1995-01-04,33.9,20.5,0.0,29,13,21.63
1995-01-05,34.0,19.1,0.0,28,10,21.86
1995-01-06,33.6,18.5,0.0,28,11,22.03
1995-01-07,32.9,17.9,0.0,28,12,22.0
1995-01-08,33.6,18.9,0.0,27,11,21.71
1995-01-09,33.4,19.2,0.0,22,11,21.73
1995-01-10,31.7,19.8,0.0,18,11,21.74
1995-01-11,31.0,18.6,0.0,17,10,21.93
1995-01-12,31.7,17.4,0.0,25,12,22.0
1995-01-13,32.7,18.3,0.0,27,13,21.83
1995-01-14,33.5,19.0,0.0,27,13,21.99
1995-01-15,33.9,19.8,0.0,28,13,21.35
1995-01-16,34.2,21.2,0.0,34,14,18.89
1995-01-17,34.1,21.9,0.0,27,15,21.11
1995-01-18,33.6,20.5,0.0,24,12,21.8
1995-01-19,33.7,20.0,0.0,24,13,22.01
1995-01-20,34.6,19.9,0.0,24,14,22.05
1995-01-21,34.8,19.7,0.0,29,15,22.35
1995-01-22,35.5,19.9,0.0,30,14,22.41
1995-01-23,35.8,21.1,0.0,29,14,22.62
1995-01-24,34.6,19.8,0.0,32,14,22.72
1995-01-25,34.0,19.8,0.0,28,14,22.73
1995-01-26,33.6,19.8,0.0,25,14,22.39
1995-01-27,34.6,19.8,0.0,27,13,22.74
1995-01-28,35.6,20.3,0.0,27,12,22.71
1995-01-29,36.4,21.1,0.0,27,12,22.52
1995-01-30,35.8,20.9,0.0,42,11,22.74
1995-01-31,35.5,20.9,0.0,24,10,22.94
1995-02-01,35.1,20.8,0.0,19,9,22.99
1995-02-02,35.1,20.4,0.0,20,9,23.13
1995-02-03,35.0,21.0,0.0,20,10,21.77
1995-02-04,35.1,22.2,0.0,18,8,22.69
1995-02-05,35.1,21.2,0.0,17,8,22.1
1995-02-06,34.9,20.8,0.0,14,8,23.58
1995-02-07,34.8,20.2,0.0,20,9,23.64
1995-02-08,34.9,20.1,0.0,23,10,23.76
1995-02-09,35.5,19.8,0.0,34,11,23.89
1995-02-10,36.5,18.4,0.0,48,13,23.44
1995-02-11,36.7,22.3,0.0,32,10,23.66
1995-02-12,35.3,20.2,0.0,32,9,23.94
1995-02-13,35.4,20.6,0.0,22,9,23.9
1995-02-14,35.5,19.1,0.0,29,9,23.91
1995-02-15,36.5,20.6,0.0,19,8,24.25
1995-02-16,37.0,21.3,0.0,19,8,24.53
1995-02-17,37.1,21.2,0.0,20,8,24.64
1995-02-18,37.1,19.9,0.0,31,9,24.61
1995-02-19,37.5,20.2,0.0,32,11,24.57
1995-02-20,37.4,20.4,0.0,33,10,24.7
1995-02-21,37.7,21.4,0.0,23,7,25.12
1995-02-22,37.2,19.7,0.0,29,6,25.36
1995-02-23,37.3,21.5,0.0,19,7,25.35
1995-02-24,37.5,20.4,0.0,19,6,25.49
1995-02-25,37.9,19.9,0.0,26,7,25.37
1995-02-26,38.1,19.7,0.0,52,8,25.2
1995-02-27,37.7,21.5,0.0,60,15,24.05
1995-02-28,37.2,25.5,0.3,76,28,22.12
1995-03-01,37.1,25.5,0.4,75,32,22.66
1995-03-02,37.7,26.7,0.0,66,26,22.69
1995-03-03,37.0,26.5,0.0,66,25,21.85
1995-03-04,37.9,27.0,0.0,66,19,23.31
1995-03-05,37.8,25.0,0.0,76,21,22.68
1995-03-06,38.8,22.7,0.0,69,14,25.08
1995-03-07,38.5,25.7,0.0,74,19,24.13
1995-03-08,38.4,27.4,0.0,63,21,22.74
1995-03-09,38.1,27.1,2.4,71,27,22.38
1995-03-10,37.4,26.1,0.2,77,32,21.05
1995-03-11,38.3,26.9,2.3,72,31,22.69
1995-03-12,36.3,26.6,2.7,79,39,21.5
1995-03-13,35.8,26.5,0.6,78,39,19.34
1995-03-14,37.7,24.9,1.6,91,24,22.55
1995-03-15,37.5,26.3,0.0,79,33,21.32
1995-03-16,38.7,26.2,0.0,78,25,24.09
1995-03-17,35.4,26.9,6.0,78,45,18.66
1995-03-18,34.6,25.2,0.0,91,43,17.83
1995-03-19,37.1,25.9,2.3,86,37,20.31
1995-03-20,36.5,24.8,0.3,88,35,22.76
1995-03-21,36.5,25.3,8.3,85,39,22.55
1995-03-22,34.1,24.8,6.4,88,50,22.05
1995-03-23,32.2,23.7,12.2,98,51,18.36
1995-03-24,34.0,24.0,0.0,91,46,22.35
1995-03-25,35.8,24.6,0.0,78,36,24.48
1995-03-26,36.3,25.4,0.0,75,28,24.81
1995-03-27,37.2,24.5,0.0,80,23,25.33
1995-03-28,38.1,24.1,0.0,76,20,25.42
1995-03-29,38.0,26.2,0.0,76,24,22.99
1995-03-30,38.4,28.0,0.0,66,31,23.43
1995-03-31,38.6,27.8,1.6,69,31,23.3
1995-04-01,35.8,26.9,4.8,79,44,20.86
1995-04-02,39.0,25.5,2.2,87,28,24.87
1995-04-03,35.9,25.8,0.2,82,42,18.54
1995-04-04,37.7,26.0,1.0,83,32,24.64
1995-04-05,37.2,27.4,0.4,72,33,21.75
1995-04-06,38.6,25.6,0.0,85,26,24.75
1995-04-07,38.4,27.6,0.0,69,29,23.3
1995-04-08,37.9,27.1,1.2,77,32,22.27
1995-04-09,38.7,26.5,0.0,76,28,23.91
1995-04-10,39.0,27.6,1.2,77,29,23.57
1995-04-11,38.3,26.3,0.7,81,36,24.82
1995-04-12,39.1,26.9,3.2,79,31,24.05
1995-04-13,37.4,25.9,13.3,91,38,21.86
1995-04-14,34.3,25.0,0.0,91,48,17.41
1995-04-15,36.4,26.8,0.4,79,41,23.8
1995-04-16,30.9,26.2,24.3,88,64,12.64
1995-04-17,30.7,24.0,12.3,98,70,16.8
1995-04-18,33.6,25.2,0.2,89,49,23.76
1995-04-19,35.0,25.9,0.2,81,46,22.59
1995-04-20,35.2,24.9,0.0,91,47,21.44
1995-04-21,32.2,24.9,3.3,92,58,15.21
1995-04-22,32.5,24.3,0.0,95,57,19.44
1995-04-23,32.0,24.1,34.6,96,61,18.0
1995-04-24,30.0,23.9,3.6,98,67,17.24
1995-04-25,33.3,24.1,0.0,95,51,24.99
1995-04-26,34.7,25.5,7.9,90,50,23.64
1995-04-27,30.5,24.0,13.5,96,69,15.82
1995-04-28,33.8,24.8,0.0,93,54,24.25
1995-04-29,35.2,25.3,0.0,91,49,24.41
1995-04-30,33.1,25.2,0.0,89,54,18.36
1995-05-01,33.8,24.8,2.5,88,54,21.99
1995-05-02,33.0,24.4,2.4,95,56,20.62
1995-05-03,34.1,24.5,0.1,92,52,23.62
1995-05-04,33.6,25.2,2.7,90,53,21.24
1995-05-05,35.1,25.7,0.8,91,43,21.83
1995-05-06,34.9,25.8,6.0,82,47,21.9
1995-05-07,33.4,25.0,0.0,88,50,14.27
1995-05-08,35.0,25.4,1.5,91,46,23.21
1995-05-09,34.9,25.4,0.1,93,46,22.88
1995-05-10,35.5,25.2,1.6,88,43,23.63
1995-05-11,31.5,23.8,16.5,96,63,16.86
1995-05-12,32.7,23.9,3.2,97,58,20.58
1995-05-13,32.0,25.1,8.6,91,62,19.99
1995-05-14,33.0,25.3,0.3,94,58,20.47
1995-05-15,34.6,24.5,0.2,92,50,23.53
1995-05-16,34.9,25.0,5.7,90,50,22.73
1995-05-17,33.3,24.3,0.6,93,55,20.64
1995-05-18,33.7,25.9,0.4,88,55,21.76
1995-05-19,33.8,24.7,0.0,93,53,19.79
1995-05-20,35.6,25.4,0.0,92,46,25.27
1995-05-21,36.4,26.5,0.0,80,40,24.83
1995-05-22,35.2,26.3,1.6,83,48,22.05
1995-05-23,32.7,25.3,3.8,88,56,17.04
1995-05-24,30.2,25.0,0.8,92,63,10.38
1995-05-25,32.8,24.1,0.0,95,48,17.65
1995-05-26,34.8,24.0,6.8,91,46,23.17
1995-05-27,34.8,24.8,0.0,93,47,23.67
1995-05-28,33.9,24.8,0.2,91,48,22.1
1995-05-29,33.5,24.3,3.1,93,52,21.9
1995-05-30,33.8,24.5,4.9,92,47,24.11
1995-05-31,32.9,24.4,1.2,93,53,22.08
1995-06-01,34.4,24.7,0.0,88,47,23.92
1995-06-02,35.7,25.4,1.1,87,42,23.01
1995-06-03,33.5,24.1,5.5,94,53,20.51
1995-06-04,32.7,24.1,0.0,94,54,16.64
1995-06-05,35.3,24.5,0.7,90,47,22.39
1995-06-06,32.5,24.6,5.0,93,56,18.77
1995-06-07,33.5,24.2,0.1,94,50,20.38
1995-06-08,31.4,24.7,2.8,93,58,14.85
1995-06-09,32.4,23.9,2.3,97,55,19.48
1995-06-10,34.6,23.6,0.0,93,43,24.13
1995-06-11,36.2,24.8,0.9,90,41,24.27
1995-06-12,34.6,25.7,6.5,90,51,20.35
1995-06-13,33.8,24.6,0.0,93,50,22.4
1995-06-14,32.4,24.5,0.0,94,51,15.39
1995-06-15,35.7,24.4,3.8,90,44,21.93
1995-06-16,32.6,24.2,0.0,94,53,16.19
1995-06-17,34.4,24.3,0.9,89,46,19.78
1995-06-18,32.4,24.6,0.0,90,51,14.24
1995-06-19,33.3,24.3,5.3,94,49,15.18
1995-06-20,31.0,23.7,10.0,96,60,14.79
1995-06-21,29.2,23.3,0.9,97,64,11.04
1995-06-22,32.5,23.7,0.5,95,55,21.81
1995-06-23,32.6,25.0,4.5,93,56,19.68
1995-06-24,31.1,23.5,4.8,96,56,15.43
1995-06-25,28.8,22.9,13.6,96,69,12.5
1995-06-26,29.9,22.7,9.3,96,65,19.34
1995-06-27,31.0,22.5,0.0,97,52,23.31
1995-06-28,31.0,22.9,0.0,87,50,21.91
1995-06-29,32.7,23.5,0.0,86,48,23.21
1995-06-30,32.2,24.2,3.3,90,55,22.61
1995-07-01,31.1,23.3,1.4,95,62,21.88
1995-07-02,30.2,22.7,6.6,96,60,17.09
1995-07-03,29.8,22.4,14.9,98,69,17.5
1995-07-04,27.4,22.9,19.0,99,75,7.94
1995-07-05,29.3,22.3,6.5,97,59,15.47
1995-07-06,30.0,23.3,0.6,91,58,18.89
1995-07-07,30.9,22.5,0.0,90,55,19.54
1995-07-08,29.1,23.7,3.0,91,67,13.38
1995-07-09,27.6,22.8,2.5,95,74,12.36
1995-07-10,29.4,22.8,0.8,96,64,18.34
1995-07-11,30.5,22.5,3.3,97,65,21.31
1995-07-12,30.4,23.2,2.6,97,64,21.22
1995-07-13,31.0,23.2,3.8,95,63,21.53
1995-07-14,29.7,22.5,8.4,98,64,16.7
1995-07-15,29.4,22.4,0.0,97,63,14.83
1995-07-16,29.3,22.8,2.8,94,66,13.23
1995-07-17,29.4,23.2,0.8,91,64,18.09
1995-07-18,29.0,22.9,10.5,95,69,14.85
1995-07-19,28.8,22.4,4.3,97,70,13.13
1995-07-20,27.6,22.6,31.2,99,75,11.19
1995-07-21,28.0,22.5,4.1,97,70,10.84
1995-07-22,27.3,22.3,9.1,96,77,12.7
1995-07-23,29.3,21.9,6.8,97,70,19.42
1995-07-24,29.3,22.3,1.2,97,63,18.71
1995-07-25,29.5,23.0,2.3,95,67,20.12
1995-07-26,29.2,22.7,1.8,93,67,16.42
1995-07-27,27.8,22.1,3.9,96,71,14.34
1995-07-28,29.5,22.1,1.9,97,69,20.95
1995-07-29,28.7,23.0,5.1,97,70,13.8
1995-07-30,29.4,22.5,2.9,97,69,15.08
1995-07-31,29.4,22.3,10.6,98,68,19.59
1995-08-01,27.4,22.3,11.8,98,73,12.1
1995-08-02,28.4,22.6,4.3,97,71,15.49
1995-08-03,28.3,22.6,3.6,97,71,14.82
1995-08-04,28.4,22.8,5.0,95,71,14.23
1995-08-05,27.9,22.7,4.4,97,76,12.08
1995-08-06,28.0,22.1,19.9,98,76,13.97
1995-08-07,30.4,22.0,0.3,98,61,16.21
1995-08-08,27.8,23.6,5.7,92,72,11.88
1995-08-09,28.7,22.9,1.8,94,67,16.07
1995-08-10,29.5,21.9,1.4,98,67,19.58
1995-08-11,29.1,22.7,10.2,96,70,13.12
1995-08-12,28.9,22.2,3.3,98,69,17.96
1995-08-13,28.4,22.5,6.3,97,70,13.63
1995-08-14,28.3,22.2,6.8,98,72,14.58
1995-08-15,28.3,22.5,14.6,97,74,13.61
1995-08-16,29.4,21.7,3.5,98,67,17.99
1995-08-17,30.2,22.4,2.1,98,66,19.55
1995-08-18,29.8,22.8,2.7,97,68,17.98
1995-08-19,29.2,22.8,0.9,96,67,13.15
1995-08-20,28.4,22.4,5.3,98,72,15.74
1995-08-21,28.0,22.5,2.3,99,73,13.83
1995-08-22,29.1,22.8,4.9,99,77,19.02
1995-08-23,27.9,22.8,12.2,98,79,13.61
1995-08-24,28.2,21.8,6.9,98,72,15.45
1995-08-25,25.7,22.4,8.1,98,81,5.73
1995-08-26,26.8,22.4,27.0,97,77,9.46
1995-08-27,28.6,22.0,3.1,98,67,15.9
1995-08-28,29.9,22.3,1.0,96,67,19.9
1995-08-29,29.6,23.6,3.6,96,70,18.79
1995-08-30,28.6,22.7,9.9,99,71,12.53
1995-08-31,27.0,22.5,10.1,97,76,11.92
1995-09-01,29.0,22.3,3.7,98,73,15.27
1995-09-02,29.1,22.0,2.5,98,71,19.14
1995-09-03,27.8,22.6,3.3,97,74,15.77
1995-09-04,29.5,22.4,0.4,98,66,18.64
1995-09-05,30.3,23.1,1.3,96,71,22.04
1995-09-06,29.6,23.6,17.2,96,71,16.86
1995-09-07,29.8,23.0,1.2,97,67,19.39
1995-09-08,28.7,22.6,14.0,97,73,13.88
1995-09-09,28.9,22.2,17.3,99,69,17.49
1995-09-10,29.2,22.4,0.2,98,68,15.52
1995-09-11,28.5,22.0,11.7,98,73,15.05
1995-09-12,29.8,22.0,5.0,100,75,20.44
1995-09-13,29.6,23.1,6.1,97,71,17.57
1995-09-14,28.6,22.0,4.6,99,75,13.42
1995-09-15,29.8,22.1,3.4,99,70,20.47
1995-09-16,28.1,22.5,17.1,99,74,12.14
1995-09-17,27.4,22.5,22.4,97,71,12.93
1995-09-18,28.3,22.2,1.5,97,70,14.49
1995-09-19,30.4,21.5,0.0,99,62,22.13
1995-09-20,29.0,23.1,3.0,99,76,15.64
1995-09-21,29.8,22.2,7.0,99,74,20.84
1995-09-22,28.9,23.1,8.2,98,75,15.33
1995-09-23,29.6,22.7,0.9,99,68,19.3
1995-09-24,25.7,22.2,9.4,97,81,7.84
1995-09-25,28.7,22.6,0.8,98,67,13.7
1995-09-26,29.9,21.8,5.1,98,69,20.17
1995-09-27,29.9,22.1,12.4,100,71,18.1
1995-09-28,28.7,23.4,7.5,98,72,12.81
1995-09-29,29.7,22.2,3.2,98,72,18.5
1995-09-30,29.6,22.6,6.2,98,71,17.05
1995-10-01,29.8,23.1,0.2,98,67,18.23
1995-10-02,30.1,22.5,7.8,97,69,19.42
1995-10-03,28.8,22.3,16.1,99,70,15.31
1995-10-04,29.5,22.2,0.0,98,66,16.61
1995-10-05,30.4,22.5,0.5,96,66,22.82
1995-10-06,30.4,22.9,6.6,98,68,21.42
1995-10-07,29.5,22.4,6.4,99,80,18.64
1995-10-08,29.3,22.6,22.6,98,73,15.59
1995-10-09,29.0,22.4,1.3,98,66,15.22
1995-10-10,31.0,22.1,2.4,98,68,22.77
1995-10-11,30.0,22.8,3.8,99,73,15.82
1995-10-12,30.6,22.6,0.5,97,73,19.97
1995-10-13,31.5,23.5,1.9,96,68,21.68
1995-10-14,31.4,23.0,0.3,98,59,20.39
1995-10-15,31.6,22.8,0.0,97,58,22.17
1995-10-16,30.0,23.3,0.0,96,66,14.16
1995-10-17,30.2,22.8,0.5,96,68,21.05
1995-10-18,31.3,22.4,0.2,97,59,23.13
1995-10-19,30.9,23.6,0.3,91,63,22.39
1995-10-20,29.7,23.4,5.3,94,68,18.45
1995-10-21,29.7,22.7,0.7,98,62,14.22
1995-10-22,29.3,23.1,6.5,97,70,16.58
1995-10-23,29.7,22.4,0.4,97,69,17.31
1995-10-24,31.2,22.4,0.0,97,64,19.61
1995-10-25,30.6,23.4,0.2,97,70,17.79
1995-10-26,29.7,22.9,2.3,96,69,16.86
1995-10-27,30.4,22.4,0.1,98,59,17.94
1995-10-28,29.9,23.9,0.0,89,63,16.55
1995-10-29,31.7,22.7,0.0,94,54,22.59
1995-10-30,29.9,23.2,0.0,97,65,16.04
1995-10-31,30.7,23.4,0.0,95,64,19.68
1995-11-01,32.8,23.2,1.7,97,52,21.72
1995-11-02,30.6,23.1,0.0,95,57,16.32
1995-11-03,31.4,23.2,0.0,94,58,20.91
1995-11-04,30.0,23.7,0.5,92,68,15.39
1995-11-05,30.0,23.2,0.5,94,63,18.13
1995-11-06,30.8,22.8,0.0,98,64,20.66
1995-11-07,31.4,23.3,8.2,98,64,20.34
1995-11-08,32.0,23.6,0.0,95,59,21.34
1995-11-09,30.8,23.7,0.4,94,68,18.22
1995-11-10,32.4,23.4,0.0,96,51,20.98
1995-11-11,33.0,22.1,0.0,95,43,22.77
1995-11-12,33.2,19.8,0.0,94,39,23.16
1995-11-13,32.8,19.2,0.0,90,37,23.22
1995-11-14,32.4,17.8,0.0,87,34,23.36
1995-11-15,32.4,17.7,0.0,83,28,23.5
1995-11-16,32.4,18.0,0.0,86,35,23.01
1995-11-17,33.3,17.7,0.0,84,27,23.17
1995-11-18,33.3,17.4,0.0,74,21,23.38
1995-11-19,33.2,16.5,0.0,69,20,23.32
1995-11-20,33.1,16.8,0.0,66,17,23.49
1995-11-21,32.7,15.3,0.0,69,19,23.32
1995-11-22,32.9,16.4,0.0,67,19,23.14
1995-11-23,33.2,18.4,0.0,65,20,22.55
1995-11-24,33.2,17.2,0.0,67,23,22.59
1995-11-25,33.5,19.3,0.0,72,27,22.05
1995-11-26,33.8,19.7,0.0,72,36,21.74
1995-11-27,34.1,20.7,0.0,77,34,21.3
1995-11-28,34.2,19.7,0.0,83,32,21.53
1995-11-29,34.8,22.2,0.0,83,28,21.25
1995-11-30,34.3,19.0,0.0,65,19,22.45
1995-12-01,33.5,16.3,0.0,67,31,22.02
1995-12-02,33.6,21.7,0.1,86,43,19.74
1995-12-03,34.5,22.5,0.0,90,23,20.86
1995-12-04,34.1,21.1,0.0,83,20,21.42
1995-12-05,33.7,21.0,0.0,68,31,19.54
1995-12-06,32.7,24.0,0.0,85,48,18.4
1995-12-07,33.2,23.5,0.3,90,44,18.41
1995-12-08,34.3,23.1,0.0,92,34,19.58
1995-12-09,34.9,22.3,0.0,86,32,20.75
1995-12-10,33.6,24.9,0.0,78,43,18.73
1995-12-11,33.8,24.9,0.0,74,20,19.33
1995-12-12,34.6,23.2,0.0,91,37,19.8
1995-12-13,34.4,24.6,0.0,88,40,18.68
1995-12-14,34.3,25.2,0.0,80,39,17.93
1995-12-15,34.7,24.8,0.0,82,37,18.63
1995-12-16,36.5,25.8,0.0,71,20,20.05
1995-12-17,36.5,21.6,0.0,48,14,21.39
1995-12-18,34.6,19.5,0.0,72,30,20.82
1995-12-19,35.2,23.1,0.0,84,28,19.94
1995-12-20,34.3,24.0,0.0,86,39,18.33
1995-12-21,34.6,25.2,0.0,82,31,18.81
1995-12-22,34.1,24.6,0.0,83,40,17.86
1995-12-23,33.8,24.2,15.5,87,40,17.56
1995-12-24,30.3,22.4,18.6,97,61,14.57
1995-12-25,30.7,19.7,0.0,98,24,19.67
1995-12-26,30.2,18.3,0.0,59,21,21.13
1995-12-27,30.8,17.2,0.0,49,22,21.3
1995-12-28,31.6,17.1,0.0,60,22,20.59
1995-12-29,32.5,17.8,0.0,56,19,20.94
1995-12-30,33.0,18.0,0.0,53,18,21.35
1995-12-31,33.4,16.3,0.0,47,16,21.71
1996-01-01,33.6,16.8,0.0,51,24,21.65
1996-01-02,33.7,16.2,0.0,57,21,21.82
1996-01-03,34.2,16.2,0.0,58,15,22.14
1996-01-04,33.9,16.5,0.0,63,18,21.86
1996-01-05,34.2,17.3,0.0,73,20,21.57
1996-01-06,34.2,17.6,0.0,74,27,21.25
1996-01-07,34.2,20.9,0.0,83,33,20.15
1996-01-08,34.6,17.9,0.0,72,20,21.36
1996-01-09,34.0,18.0,0.0,43,11,22.35
1996-01-10,34.4,16.5,0.0,48,11,22.37
1996-01-11,34.6,16.8,0.0,47,13,22.26
1996-01-12,34.5,18.6,0.0,52,11,21.98
1996-01-13,34.4,19.7,0.0,48,12,22.14
1996-01-14,34.4,18.0,0.0,43,13,22.2
1996-01-15,34.4,18.3,0.0,56,23,21.53
1996-01-16,34.5,23.7,0.0,74,35,19.34
1996-01-17,33.6,23.5,0.0,82,36,17.62
1996-01-18,34.7,24.6,0.0,78,32,18.81
1996-01-19,34.6,24.5,0.0,83,21,19.15
1996-01-20,35.3,20.5,0.0,52,13,21.4
1996-01-21,35.9,21.8,0.0,37,14,22.0
1996-01-22,36.4,20.0,0.0,54,15,21.87
1996-01-23,36.7,19.8,0.0,50,14,22.27
1996-01-24,35.6,18.9,0.0,65,27,21.84
1996-01-25,36.4,22.0,0.0,79,23,21.88
1996-01-26,36.6,24.4,0.0,76,25,21.26
1996-01-27,36.5,24.4,0.0,83,26,21.51
1996-01-28,37.2,21.8,0.0,71,21,22.14
1996-01-29,36.2,21.2,0.0,84,25,21.54
1996-01-30,36.3,20.6,0.0,73,22,22.45
1996-01-31,37.0,19.5,0.0,50,12,23.12
1996-02-01,36.6,19.5,0.0,50,14,22.97
1996-02-02,36.1,22.2,0.0,78,23,20.66
1996-02-03,36.7,24.6,0.0,77,22,21.54
1996-02-04,36.0,25.2,0.0,79,30,20.13
1996-02-05,36.5,25.4,0.0,76,28,21.51
1996-02-06,37.9,25.0,0.0,67,16,22.85
1996-02-07,36.9,20.7,0.0,67,20,22.79
1996-02-08,36.7,23.5,0.0,73,20,21.63
1996-02-09,37.2,23.4,0.0,79,20,22.68
1996-02-10,37.6,22.4,0.0,58,16,22.66
1996-02-11,37.5,26.5,0.0,73,24,22.02
1996-02-12,36.6,25.6,3.8,86,33,20.79
1996-02-13,33.3,25.1,1.5,88,50,15.32
1996-02-14,34.9,24.4,0.1,89,41,19.86
1996-02-15,35.4,25.1,2.2,82,36,20.83
1996-02-16,34.9,24.6,0.8,87,40,19.59
1996-02-17,37.0,25.0,0.0,81,29,21.61
1996-02-18,36.2,25.2,0.0,79,34,20.96
1996-02-19,37.4,24.5,0.0,85,13,23.28
1996-02-20,36.9,20.2,0.0,23,7,24.92
1996-02-21,37.2,19.8,0.0,23,7,25.22
1996-02-22,37.7,18.9,0.0,24,7,25.2
1996-02-23,38.6,19.5,0.0,27,6,25.1
1996-02-24,37.9,18.8,0.0,40,15,24.92
1996-02-25,38.3,24.9,0.0,69,22,23.62
1996-02-26,37.6,26.7,0.1,69,28,22.22
1996-02-27,38.5,27.1,0.0,68,23,22.28
1996-02-28,35.5,26.2,5.0,78,40,18.57
1996-02-29,34.2,24.6,0.0,84,28,16.01
1996-03-01,36.6,24.2,0.0,85,25,23.07
1996-03-02,37.1,25.8,0.0,78,17,19.67
1996-03-03,37.4,25.9,0.2,76,26,22.11
1996-03-04,37.2,27.2,0.0,70,27,17.24
1996-03-05,38.0,26.8,0.0,72,31,20.97
1996-03-06,36.3,27.1,0.0,75,38,19.63
1996-03-07,36.9,26.1,0.0,80,37,20.44
1996-03-08,36.8,26.7,1.8,82,38,18.73
1996-03-09,34.8,25.8,3.0,81,44,20.29
1996-03-10,34.8,24.9,10.0,89,27,16.57
1996-03-11,36.6,24.6,0.0,87,23,22.55
1996-03-12,37.1,26.2,0.5,75,34,19.6
1996-03-13,37.6,25.3,0.0,84,28,23.67
1996-03-14,35.4,26.0,0.2,80,38,20.3
1996-03-15,36.6,25.4,0.3,85,31,21.25
1996-03-16,35.9,26.0,0.0,79,14,14.84
1996-03-17,38.7,23.0,0.0,59,13,22.52
1996-03-18,38.2,25.7,0.0,73,19,24.17
1996-03-19,38.3,27.2,0.1,67,26,23.55
1996-03-20,38.4,26.5,0.0,76,26,24.28
1996-03-21,39.3,27.2,0.0,72,18,24.38
1996-03-22,38.2,26.6,0.0,74,26,23.0
1996-03-23,38.5,26.6,0.0,76,23,22.94
1996-03-24,37.4,25.7,2.0,79,32,21.67
1996-03-25,35.5,26.0,0.7,81,38,20.98
1996-03-26,36.7,27.0,0.2,67,30,22.23
1996-03-27,38.6,27.0,0.0,71,21,24.27
1996-03-28,38.4,27.4,0.0,62,23,22.6
1996-03-29,38.9,27.6,0.0,70,24,23.85
1996-03-30,38.6,26.3,0.0,78,23,23.86
1996-03-31,38.3,27.2,0.2,71,30,24.09
1996-04-01,38.0,26.9,0.0,74,30,23.44
1996-04-02,37.0,26.5,2.5,81,39,22.24
1996-04-03,34.8,25.5,1.8,85,46,19.23
1996-04-04,35.1,24.7,13.1,94,44,20.6
1996-04-05,35.7,24.1,0.8,94,43,24.31
1996-04-06,37.5,26.4,0.3,77,32,24.72
1996-04-07,37.4,26.1,0.2,82,35,24.08
1996-04-08,36.1,27.2,0.9,73,43,22.42
1996-04-09,37.0,26.3,3.4,81,37,22.98
1996-04-10,36.4,24.8,1.7,88,40,23.25
1996-04-11,36.4,25.3,0.0,87,31,22.28
1996-04-12,37.1,25.8,0.0,82,31,23.21
1996-04-13,36.8,26.5,0.0,76,29,19.63
1996-04-14,37.9,26.6,4.3,84,32,24.12
1996-04-15,31.8,23.6,17.9,95,58,14.18
1996-04-16,31.9,25.1,7.0,94,54,15.39
1996-04-17,33.2,24.2,0.4,94,51,21.95
1996-04-18,34.3,25.5,0.3,86,48,23.66
1996-04-19,32.8,23.9,9.0,93,56,21.56
1996-04-20,33.9,25.4,0.1,88,50,22.78
1996-04-21,33.0,25.4,0.5,87,48,18.1
1996-04-22,34.7,25.4,2.4,90,48,20.8
1996-04-23,36.9,25.3,0.0,87,35,24.83
1996-04-24,36.6,26.2,0.1,79,39,24.63
1996-04-25,38.1,26.3,0.0,80,32,25.39
1996-04-26,37.8,26.9,1.4,77,34,24.83
1996-04-27,35.8,26.6,0.3,76,43,22.35
1996-04-28,33.8,25.9,0.7,83,49,16.12
1996-04-29,38.1,25.5,0.7,83,32,24.54
1996-04-30,36.7,26.4,2.1,82,40,21.89
1996-05-01,37.9,26.8,0.2,76,35,24.99
1996-05-02,37.5,27.2,0.2,79,37,22.47
1996-05-03,37.8,25.7,0.0,85,31,24.8
1996-05-04,38.1,27.2,1.4,74,35,23.97
1996-05-05,37.3,26.5,0.2,79,37,22.42
1996-05-06,38.2,25.9,0.4,83,35,24.04
1996-05-07,36.8,26.4,3.4,77,40,23.4
1996-05-08,37.6,25.3,7.6,93,37,23.71
1996-05-09,34.0,25.0,1.5,93,49,17.24
1996-05-10,34.5,25.5,0.4,85,49,21.12
1996-05-11,35.0,25.2,0.0,86,41,20.09
1996-05-12,38.0,25.6,2.1,82,35,23.59
1996-05-13,36.9,26.8,1.0,83,40,22.15
1996-05-14,37.2,26.0,1.2,84,38,24.23
1996-05-15,36.2,26.1,0.8,84,42,23.04
1996-05-16,34.8,24.8,1.0,90,46,19.29
1996-05-17,38.4,25.8,0.4,83,33,25.55
1996-05-18,36.6,27.0,2.0,78,41,22.42
1996-05-19,37.7,26.4,0.7,82,38,23.94
1996-05-20,32.7,24.6,7.2,91,55,14.94
1996-05-21,35.0,24.9,0.9,87,44,23.37
1996-05-22,34.9,24.9,0.9,88,45,23.09
1996-05-23,36.1,24.6,0.2,90,37,24.97
1996-05-24,35.6,25.8,2.4,78,40,23.17
1996-05-25,34.9,25.3,0.5,80,42,21.55
1996-05-26,35.7,25.3,1.8,83,39,23.36
1996-05-27,32.2,23.9,15.7,93,57,17.24
1996-05-28,32.7,23.4,2.7,96,54,22.25
1996-05-29,31.3,23.2,14.2,97,56,19.07
1996-05-30,30.7,23.6,0.0,96,58,13.89
