doy,tmax_C,tmin_C,precip_mm,rh_max_pct,rh_min_pct,solar_MJ_m2,tmax_C_7d_median,tmin_C_7d_median,precip_mm_7d_median,rh_max_pct_7d_median,rh_min_pct_7d_median,solar_MJ_m2_7d_median,tmax_C_30d_median,tmin_C_30d_median,precip_mm_30d_median,rh_max_pct_30d_median,rh_min_pct_30d_median,solar_MJ_m2_30d_median
23,36.0,21.1,0.0,34.0,12.0,21.78,36.0,21.228571428571428,0.0,31.428571428571427,11.142857142857142,21.75714285714286,35.98666666666667,21.316666666666666,0.0,30.433333333333334,11.566666666666666,21.77733333333333
24,36.2,20.8,0.0,32.0,10.0,21.91,36.114285714285714,21.228571428571428,0.0,30.857142857142858,11.285714285714286,21.747142857142858,36.053333333333335,21.37333333333333,0.0,30.233333333333334,11.466666666666667,21.825
25,36.4,21.5,0.0,32.0,11.0,21.88,36.214285714285715,21.314285714285713,0.0,30.571428571428573,11.428571428571429,21.79571428571429,36.11,21.426666666666666,0.0,30.0,11.366666666666667,21.878333333333334
26,36.3,21.7,0.0,32.0,11.0,21.81,36.25714285714286,21.47142857142857,0.0,31.0,11.428571428571429,21.88,36.169999999999995,21.46,0.0,30.0,11.3,21.928999999999995
27,36.2,21.5,0.0,27.0,13.0,21.55,36.31428571428572,21.585714285714285,0.0,30.714285714285715,11.285714285714286,21.975714285714282,36.24333333333333,21.506666666666668,0.0,30.0,11.2,21.97166666666667
28,36.2,21.7,0.0,27.0,12.0,22.19,36.385714285714286,21.699999999999996,0.0,30.0,11.428571428571429,22.005714285714284,36.31666666666667,21.59,0.0,30.033333333333335,11.1,22.000666666666667
29,36.5,22.0,0.0,33.0,11.0,22.04,36.44285714285714,21.828571428571426,0.0,30.285714285714285,11.571428571428571,21.990000000000002,36.39333333333333,21.660000000000004,0.0,30.166666666666668,11.0,22.021
30,36.4,21.9,0.0,32.0,11.0,22.45,36.44285714285714,21.771428571428572,0.0,30.571428571428573,11.571428571428571,22.038571428571426,36.46666666666667,21.77,0.0,30.333333333333332,11.0,22.057000000000002
31,36.7,21.6,0.0,27.0,11.0,22.12,36.51428571428571,21.771428571428572,0.0,32.142857142857146,11.285714285714286,22.095714285714283,36.52333333333333,21.84333333333333,0.0,30.366666666666667,10.933333333333334,22.08533333333333
32,36.8,22.4,0.0,34.0,12.0,21.77,36.65714285714286,21.87142857142857,0.0,32.0,11.0,22.131428571428568,36.586666666666666,21.933333333333334,0.0,30.166666666666668,10.833333333333334,22.134999999999998
33,36.3,21.3,0.0,34.0,11.0,22.15,36.771428571428565,21.985714285714288,0.0,31.142857142857142,10.857142857142858,22.185714285714287,36.63333333333333,22.006666666666668,0.0,30.033333333333335,10.766666666666667,22.185
34,36.7,21.5,0.0,38.0,11.0,21.95,36.91428571428571,22.12857142857143,0.0,29.714285714285715,10.714285714285714,22.131428571428575,36.686666666666675,22.066666666666666,0.0,30.466666666666665,10.766666666666667,22.202
35,37.2,22.4,0.0,26.0,10.0,22.44,36.957142857142856,22.22857142857143,0.0,29.285714285714285,10.714285714285714,22.22714285714286,36.769999999999996,22.160000000000004,0.0,31.233333333333334,10.9,22.231333333333335
36,37.3,22.8,0.0,27.0,10.0,22.42,36.971428571428575,22.25714285714286,0.0,28.0,10.428571428571429,22.358571428571427,36.85333333333333,22.256666666666668,0.0,32.13333333333333,10.933333333333334,22.264000000000003
37,37.4,22.9,0.0,22.0,10.0,22.07,37.1,22.385714285714283,0.0,27.714285714285715,10.285714285714286,22.472857142857144,36.92999999999999,22.35,0.0,32.5,10.966666666666667,22.316666666666666
38,37.0,22.3,0.0,24.0,11.0,22.79,37.199999999999996,22.457142857142856,0.0,27.142857142857142,10.142857142857142,22.571428571428573,36.980000000000004,22.436666666666667,0.0,33.233333333333334,11.0,22.375666666666667
39,36.9,22.6,0.0,25.0,10.0,22.69,37.24285714285714,22.599999999999998,0.0,28.0,10.142857142857142,22.584285714285716,37.04333333333334,22.529999999999998,0.0,33.53333333333333,10.966666666666667,22.419
40,37.2,22.2,0.0,32.0,10.0,22.95,37.24285714285714,22.642857142857142,0.0,28.714285714285715,10.142857142857142,22.565714285714286,37.09666666666667,22.62,0.0,33.8,11.033333333333333,22.452333333333335
41,37.4,22.0,0.0,34.0,10.0,22.64,37.24285714285714,22.7,0.0,30.142857142857142,10.285714285714286,22.67285714285714,37.16,22.673333333333336,0.0,34.06666666666667,11.066666666666666,22.517
42,37.5,23.4,0.0,32.0,10.0,22.53,37.285714285714285,22.728571428571428,0.0,30.857142857142858,10.0,22.627142857142854,37.21333333333334,22.756666666666668,0.0,35.1,11.266666666666667,22.56
