date,tmax_C,tmin_C,precip_mm,rh_max_pct,rh_min_pct,solar_MJ_m2,doy,p7_mm,p30_mm,dry_day,dry_streak_days,cdd_30_max,heat_day_35C,heat_7_count,heat_30_count,precip_clim_daily_mean_mm,p7_clim_mm,p30_clim_mm,p30_pct_of_normal,p30_anom_pct,p7_pct_of_normal,p7_anom_pct
2025-01-17,35.2,22.5,0.0,29,12,19.28,17,0.0,0.0,True,17,17.0,True,7,16,0.0,0.0741935483870967,1.2774193548387096,0.0,-0.9999999992171716,0.0,-0.9999999865217393
2025-01-18,35.4,22.1,0.0,26,11,19.02,18,0.0,0.0,True,18,18.0,True,7,17,0.2419354838709677,0.3161290322580644,1.5161290322580643,0.0,-0.9999999993404255,0.0,-0.9999999968367346
2025-01-19,35.2,22.2,0.0,23,10,17.97,19,0.0,0.0,True,19,19.0,True,7,18,0.0451612903225806,0.3354838709677418,1.5612903225806452,0.0,-0.9999999993595041,0.0,-0.9999999970192307
2025-01-20,36.2,21.5,0.0,23,9,20.26,20,0.0,0.0,True,20,20.0,True,7,19,1.058064516129032,1.3612903225806448,2.6193548387096772,0.0,-0.9999999996182266,0.0,-0.9999999992654027
2025-01-21,37.2,22.0,0.0,23,10,20.25,21,0.0,0.0,True,21,21.0,True,7,20,0.4419354838709677,1.7999999999999996,3.061290322580645,0.0,-0.9999999996733403,0.0,-0.9999999994444444
2025-01-22,38.3,22.2,0.0,32,14,20.13,22,0.0,0.0,True,22,22.0,True,7,21,0.0258064516129032,1.8129032258064512,2.587096774193548,0.0,-0.9999999996134663,0.0,-0.9999999994483986
2025-01-23,37.9,23.2,0.0,51,13,19.11,23,0.0,0.0,True,23,23.0,True,7,22,0.0,1.8129032258064512,1.987096774193548,0.0,-0.9999999994967532,0.0,-0.9999999994483986
2025-01-24,38.0,25.2,0.0,60,9,19.51,24,0.0,0.0,True,24,24.0,True,7,23,0.0,1.8129032258064512,1.987096774193548,0.0,-0.9999999994967532,0.0,-0.9999999994483986
2025-01-25,38.2,23.1,0.0,24,11,20.45,25,0.0,0.0,True,25,25.0,True,7,24,0.0,1.5709677419354837,1.9870967741935481,0.0,-0.9999999994967532,0.0,-0.9999999993634496
2025-01-26,37.5,24.8,0.0,57,14,19.26,26,0.0,0.0,True,26,26.0,True,7,25,0.0,1.525806451612903,1.987096774193548,0.0,-0.9999999994967532,0.0,-0.9999999993446088
2025-01-27,36.8,21.5,0.0,23,6,21.51,27,0.0,0.0,True,27,27.0,True,7,26,0.0064516129032258,0.4741935483870967,1.9935483870967736,0.0,-0.9999999994983818,0.0,-0.9999999978911565
2025-01-28,37.2,21.8,0.0,23,9,21.04,28,0.0,0.0,True,28,28.0,True,7,27,0.0387096774193548,0.0709677419354838,2.032258064516128,0.0,-0.9999999995079365,0.0,-0.9999999859090911
2025-01-29,36.8,22.9,0.0,27,11,20.39,29,0.0,0.0,True,29,29.0,True,7,28,0.0161290322580645,0.061290322580645096,2.048387096774193,0.0,-0.999999999511811,0.0,-0.9999999836842108
2025-01-30,36.8,22.9,0.0,50,12,19.71,30,0.0,0.0,True,30,30.0,True,7,29,0.0516129032258064,0.1129032258064515,2.0967741935483866,0.0,-0.9999999995230768,0.0,-0.9999999911428572
2025-01-31,37.3,22.7,0.0,25,11,20.74,31,0.0,0.0,True,31,31.0,True,7,29,0.0,0.1129032258064515,2.0935483870967735,0.0,-0.999999999522342,0.0,-0.9999999911428572
2025-02-01,37.0,22.4,0.0,36,13,20.5,32,0.0,0.0,True,32,32.0,True,7,29,0.0032258064516129,0.1161290322580644,2.0967741935483866,0.0,-0.9999999995230768,0.0,-0.999999991388889
2025-02-02,36.3,23.1,0.0,34,10,20.89,33,0.0,0.0,True,33,33.0,True,7,29,0.0354838709677419,0.15161290322580628,2.125806451612903,0.0,-0.9999999995295903,0.0,-0.9999999934042554
2025-02-03,36.8,23.5,0.0,23,12,19.99,34,0.0,0.0,True,34,34.0,True,7,29,0.0161290322580645,0.16129032258064502,2.1129032258064515,0.0,-0.9999999995267175,0.0,-0.9999999938
2025-02-04,37.5,22.9,0.0,22,10,21.3,35,0.0,0.0,True,35,35.0,True,7,29,0.0,0.1225806451612902,2.1129032258064515,0.0,-0.9999999995267175,0.0,-0.9999999918421053
2025-02-05,38.8,23.5,0.0,27,7,21.65,36,0.0,0.0,True,36,36.0,True,7,29,0.0129032258064516,0.11935483870967731,2.125806451612903,0.0,-0.9999999995295903,0.0,-0.9999999916216217
2025-02-06,38.7,22.2,0.0,25,10,21.78,37,0.0,0.0,True,37,37.0,True,7,29,0.0,0.0677419354838709,2.125806451612903,0.0,-0.9999999995295903,0.0,-0.9999999852380954
2025-02-07,38.0,22.0,0.0,32,17,21.41,38,0.0,0.0,True,38,38.0,True,7,29,0.0,0.0677419354838709,2.0677419354838706,0.0,-0.9999999995163806,0.0,-0.9999999852380954
2025-02-08,38.8,26.2,0.0,49,16,20.94,39,0.0,0.0,True,39,39.0,True,7,29,0.0,0.06451612903225801,2.06774193548387,0.0,-0.9999999995163806,0.0,-0.9999999845000003
2025-02-09,37.4,26.2,0.0,60,17,19.25,40,0.0,0.0,True,40,40.0,True,7,30,0.0,0.0290322580645161,2.06774193548387,0.0,-0.9999999995163806,0.0,-0.9999999655555568
2025-02-10,38.8,25.2,0.0,34,14,21.6,41,0.0,0.0,True,41,41.0,True,7,30,0.0,0.0129032258064516,2.06774193548387,0.0,-0.9999999995163806,0.0,-0.999999922500006
2025-02-11,39.8,25.0,0.0,27,9,21.95,42,0.0,0.0,True,42,42.0,True,7,30,0.0612903225806451,0.0741935483870967,2.103225806451612,0.0,-0.9999999995245399,0.0,-0.9999999865217393
2025-02-12,39.4,26.6,0.0,44,10,21.92,43,0.0,0.0,True,43,43.0,True,7,30,0.5387096774193548,0.6,2.609677419354838,0.0,-0.9999999996168109,0.0,-0.9999999983333334
2025-02-13,38.8,26.8,0.0,60,19,19.95,44,0.0,0.0,True,44,44.0,True,7,30,0.0483870967741935,0.6483870967741935,2.6548387096774184,0.0,-0.9999999996233293,0.0,-0.9999999984577115
2025-02-14,38.2,26.2,0.0,52,9,18.73,45,0.0,0.0,True,45,45.0,True,7,30,0.1806451612903225,0.829032258064516,2.8225806451612896,0.0,-0.9999999996457143,0.0,-0.9999999987937743
2025-02-15,39.2,23.7,0.0,28,10,22.07,46,0.0,0.0,True,46,46.0,True,7,30,0.2290322580645161,1.058064516129032,3.0516129032258057,0.0,-0.9999999996723045,0.0,-0.999999999054878
2025-02-16,39.0,24.5,0.0,43,9,21.73,47,0.0,0.0,True,47,47.0,True,7,30,0.4193548387096774,1.4774193548387093,3.470967741935483,0.0,-0.9999999997118959,0.0,-0.9999999993231441
