date,tmax_C,tmin_C,precip_mm,rh_max_pct,rh_min_pct,solar_MJ_m2,doy,p7_mm,p30_mm,dry_day,dry_streak_days,cdd_30_max,heat_day_35C,heat_7_count,heat_30_count,precip_clim_daily_mean_mm,p7_clim_mm,p30_clim_mm,p30_pct_of_normal,p30_anom_pct,p7_pct_of_normal,p7_anom_pct
2025-02-17,39.2,25.3,0.0,61,17,21.72,48,0.0,0.0,True,48,48.0,True,7,30,0.232258064516129,1.7096774193548383,3.461290322580645,0.0,-0.9999999997110903,0.0,-0.9999999994150943
2025-02-18,40.0,26.5,0.0,42,17,21.42,49,0.0,0.0,True,49,49.0,True,7,30,0.0774193548387096,1.725806451612903,3.493548387096774,0.0,-0.9999999997137581,0.0,-0.9999999994205607
2025-02-19,38.2,27.5,0.0,71,23,19.76,50,0.0,0.0,True,50,50.0,True,7,30,0.0774193548387096,1.2645161290322577,2.512903225806451,0.0,-0.9999999996020539,0.0,-0.9999999992091836
2025-02-20,38.8,28.5,0.0,65,26,20.49,51,0.0,0.0,True,51,51.0,True,7,30,0.5387096774193548,1.754838709677419,2.609677419354838,0.0,-0.9999999996168109,0.0,-0.9999999994301471
2025-02-21,35.9,27.0,0.0,69,30,12.73,52,0.0,0.0,True,52,52.0,True,7,30,1.229032258064516,2.8032258064516125,3.812903225806451,0.0,-0.9999999997377327,0.0,-0.9999999996432681
2025-02-22,38.5,26.5,0.0,68,11,21.52,53,0.0,0.0,True,53,53.0,True,7,30,0.1709677419354838,2.74516129032258,3.9838709677419346,0.0,-0.9999999997489878,0.0,-0.9999999996357226
2025-02-23,36.5,25.5,0.0,75,12,13.34,54,0.0,0.0,True,54,54.0,True,7,30,0.0612903225806451,2.3870967741935476,4.0451612903225795,0.0,-0.9999999997527911,0.0,-0.9999999995810811
2025-02-24,38.6,25.3,0.0,35,9,20.84,55,0.0,0.0,True,55,55.0,True,7,30,0.0064516129032258,2.1612903225806446,4.051612903225806,0.0,-0.9999999997531847,0.0,-0.9999999995373134
2025-02-25,37.3,24.2,0.0,20,9,22.72,56,0.0,0.0,True,56,56.0,True,7,30,0.0290322580645161,2.1129032258064506,4.080645161290322,0.0,-0.9999999997549407,0.0,-0.9999999995267175
2025-02-26,37.5,24.0,0.0,19,9,22.82,57,0.0,0.0,True,57,57.0,True,7,30,0.0612903225806451,2.0967741935483866,4.135483870967742,0.0,-0.9999999997581903,0.0,-0.9999999995230768
2025-02-27,38.9,23.6,0.0,24,8,22.68,58,0.0,0.0,True,58,58.0,True,7,30,0.1903225806451613,1.7483870967741935,4.287096774193548,0.0,-0.9999999997667419,0.0,-0.9999999994280442
2025-02-28,38.5,25.8,0.0,51,15,21.69,59,0.0,0.0,True,59,59.0,True,7,30,0.2516129032258064,0.7709677419354837,4.52258064516129,0.0,-0.9999999997788873,0.0,-0.9999999987029289
2025-03-01,38.5,27.1,0.0,68,20,21.34,60,0.0,0.0,True,60,60.0,True,7,30,0.0304347826086956,0.6304347826086955,4.501402524544179,0.0,-0.999999999777847,0.0,-0.9999999984137932
2025-03-02,39.2,28.5,0.0,60,21,21.49,61,0.0,0.0,True,61,61.0,True,7,30,0.5225806451612903,1.0917251051893406,5.023983169705469,0.0,-0.9999999998009548,0.0,-0.9999999990840184
2025-03-03,39.4,28.3,0.0,66,22,21.27,62,0.0,0.0,True,62,62.0,True,7,30,0.3096774193548387,1.3949509116409535,5.3304347826086955,0.0,-0.9999999998123981,0.0,-0.9999999992831289
2025-03-04,39.7,29.7,0.0,61,23,21.09,63,0.0,0.0,True,63,63.0,True,7,30,0.1064516129032258,1.4723702664796634,5.401402524544179,0.0,-0.9999999998148629,0.0,-0.999999999320823
2025-03-05,38.6,28.5,0.0,67,27,20.51,64,0.0,0.0,True,64,64.0,True,7,30,0.1225806451612903,1.5336605890603083,5.507854137447405,0.0,-0.9999999998184411,0.0,-0.9999999993479652
2025-03-06,37.6,27.2,0.0,72,28,19.5,65,0.0,0.0,True,65,65.0,True,7,30,0.1516129032258064,1.4949509116409534,5.659467040673211,0.0,-0.9999999998233049,0.0,-0.9999999993310816
2025-03-07,39.0,29.7,0.0,57,28,20.34,66,0.0,0.0,True,66,66.0,True,7,30,0.0935483870967742,1.3368863955119212,5.740112201963533,0.0,-0.9999999998257874,0.0,-0.9999999992519932
2025-03-08,38.5,27.5,0.0,69,29,20.99,67,0.0,0.0,True,67,67.0,True,7,30,0.0774193548387096,1.3838709677419354,5.817531556802242,0.0,-0.9999999998281057,0.0,-0.9999999992773893
2025-03-09,39.5,27.8,0.0,75,24,21.19,68,0.0,0.0,True,68,68.0,True,7,30,0.2387096774193548,1.0999999999999999,6.056241234221597,0.0,-0.9999999998348811,0.0,-0.999999999090909
2025-03-10,39.2,28.0,0.1,69,24,20.92,69,0.1,0.1,True,69,69.0,True,7,30,0.7967741935483872,1.5870967741935482,6.853015427769984,1.4592116571076879,-0.985407883283002,6.300813004160058,-0.936991869328318
2025-03-11,37.2,27.8,0.0,66,34,20.92,70,0.1,0.1,True,70,70.0,True,7,30,0.7838709677419355,2.264516129032258,7.63688639551192,1.3094341699998853,-0.9869056581690577,4.415954414004351,-0.9558404554183609
2025-03-12,40.5,26.8,0.0,73,21,21.08,71,0.1,0.1,True,71,71.0,True,7,30,0.532258064516129,2.6741935483870964,8.16914446002805,1.2241183942463352,-0.9877588159351248,3.7394451131975543,-0.9626055484940799
2025-03-13,39.6,28.0,0.0,66,27,20.5,72,0.1,0.1,True,72,72.0,True,7,30,0.970967741935484,3.4935483870967743,9.078821879382888,1.1014644996624015,-0.9889853548932296,2.8624192050901662,-0.9713758076628564
2025-03-14,38.2,25.5,9.1,83,33,20.78,73,9.2,9.2,False,0,72.0,True,7,30,1.1290322580645162,4.529032258064516,9.669144460028049,95.14802511309084,-0.04851974876566988,203.13390308905159,1.0313390311113138
2025-03-15,35.9,25.6,0.0,87,39,18.16,74,9.2,9.2,True,2,72.0,True,7,30,0.5935483870967742,5.045161290322581,10.214305750350631,90.0697533827347,-0.09930246607475116,182.35294114032644,0.823529411601474
2025-03-16,38.5,27.8,0.0,74,28,20.98,75,9.2,9.2,True,3,72.0,True,7,30,0.3838709677419355,5.190322580645162,10.417531556802246,88.31266743905016,-0.11687332551350631,177.25295211003822,0.7725295212930485
2025-03-17,37.8,26.0,0.0,77,26,20.57,76,9.1,9.2,True,4,72.0,True,7,30,1.0516129032258066,5.445161290322581,11.240112201963534,81.84971674548191,-0.1815028324562138,167.12085304987707,0.6712085306824201
2025-03-18,38.2,27.6,0.0,69,26,21.52,77,9.1,9.2,True,5,72.0,True,7,30,0.4677419354838709,5.129032258064517,11.288499298737728,81.49887558759691,-0.18501124403544514,177.42138361320713,0.7742138363270398
2025-03-19,37.4,27.1,0.0,68,32,21.09,78,9.1,9.2,True,6,72.0,True,7,30,0.1806451612903225,4.77741935483871,11.236886395511918,81.87321358749166,-0.18126786403609066,190.47940576701646,0.9047940578794826
2025-03-20,37.9,26.4,0.0,70,23,21.97,79,9.1,9.2,True,7,72.0,True,7,30,0.164516129032258,3.970967741935484,11.32398316970547,81.24349763959293,-0.18756502351576249,229.1632818269369,1.2916328185211972
2025-03-21,37.5,27.1,6.0,73,35,18.77,80,6.0,15.2,False,0,72.0,True,7,30,1.229032258064516,4.070967741935484,12.475596072931275,121.83786578151225,0.21837865789527908,147.38510297488955,0.47385102999453727
2025-03-22,37.2,27.5,0.0,70,33,21.63,81,6.0,15.2,True,2,72.0,True,7,30,1.3806451612903226,4.858064516129033,13.317531556802242,114.1352654884072,0.1413526549591609,123.50597607019465,0.23505976090778974
2025-03-23,37.1,27.1,0.1,72,35,20.85,82,6.1,15.299999999999999,True,3,72.0,True,7,30,0.932258064516129,5.4064516129032265,13.020757363253853,117.50468557231085,0.17504685579990886,112.82816227030025,0.1282816228879668
2025-03-24,36.8,27.7,0.0,71,36,21.12,83,6.1,15.299999999999999,True,4,72.0,True,7,30,0.8096774193548387,5.164516129032258,13.65946704067321,112.01022670446616,0.12010226711787085,118.11367892778561,0.1811367894714851
2025-03-25,37.8,28.0,0.3,70,33,21.05,84,6.4,15.6,True,5,72.0,True,7,30,1.7032258064516128,6.3999999999999995,15.301402524544178,101.95143859497418,0.01951438601509518,99.99999998437501,1.3877787805646053e-16
2025-03-26,34.3,26.5,0.5,77,46,15.02,85,6.9,16.099999999999998,True,6,72.0,False,6,29,1.5838709677419356,7.803225806451613,16.87882187938289,95.38580425871983,-0.046141957353555835,88.42496898412082,-0.1157503100306397
2025-03-27,36.1,26.2,1.3,82,39,18.44,86,8.2,17.4,False,0,72.0,True,6,29,0.5064516129032258,8.14516129032258,17.3562412342216,100.25212120634505,0.002521212121066755,100.67326731437278,0.006732673266500131
2025-03-28,37.0,26.0,0.2,79,38,20.76,87,2.4000000000000004,17.599999999999998,True,2,72.0,True,6,29,0.3387096774193548,7.25483870967742,17.633660589060312,99.80911172760528,-0.0019088826672374677,33.08136949299457,-0.6691863049322153
2025-03-29,37.6,25.3,4.9,90,36,22.1,88,7.300000000000001,22.5,False,0,72.0,True,6,29,0.8741935483870968,6.748387096774194,18.317531556802248,122.8331444605387,0.2283314446599795,108.17399615987861,0.08173996174696971
2025-03-30,38.5,26.6,0.0,80,28,21.87,89,7.200000000000001,22.5,True,2,72.0,True,6,29,0.635483870967742,6.451612903225807,18.701402524544186,120.31183206322265,0.20311832068569843,111.599999982702,0.11599999998202008
2025-03-31,39.6,27.2,0.0,74,21,22.41,90,7.200000000000001,22.5,True,3,72.0,True,6,29,0.6645161290322581,6.306451612903226,19.335483870967746,116.36636636034807,0.163663663655199,114.16879793586072,0.14168797951717493
2025-04-01,38.8,27.9,0.0,72,27,22.69,91,6.9,22.5,True,4,72.0,True,6,29,1.2677419354838708,5.870967741935484,20.080645161290327,112.0481927655044,0.1204819277048432,117.52747250745412,0.1752747252448708
2025-04-02,38.5,28.4,0.0,73,27,22.05,92,6.4,22.5,True,5,72.0,True,7,29,0.8612903225806453,5.148387096774194,20.632258064516133,109.05253282773508,0.0905253283258186,124.31077691821031,0.24310776937633877
2025-04-03,38.7,25.9,0.0,83,23,22.23,93,5.1000000000000005,22.5,True,6,72.0,True,7,29,1.1290322580645162,5.7709677419354835,21.65483870967742,103.90287501382245,0.03902875018440349,88.37339294164576,-0.11626607041026117
2025-04-04,38.4,28.0,0.0,72,30,22.48,94,4.9,22.5,True,7,72.0,True,7,29,1.5419354838709678,6.974193548387097,23.074193548387104,97.51153361803037,-0.02488466377635788,70.25901941638284,-0.2974098056927858
2025-04-05,39.5,28.5,0.0,65,23,22.65,95,0.0,22.5,True,8,72.0,True,7,29,1.3161290322580643,7.416129032258064,24.238709677419358,92.82672344573112,-0.0717327655014325,0.0,-0.9999999998651588
2025-04-06,39.0,28.8,0.0,68,28,22.46,96,0.0,22.5,True,9,72.0,True,7,29,1.9451612903225808,8.725806451612904,26.090322580645164,86.23887240025543,-0.13761127595911737,0.0,-0.9999999998853975
2025-04-07,38.7,28.1,0.0,75,30,22.04,97,0.0,22.5,True,10,72.0,True,7,29,1.6451612903225807,9.706451612903225,27.658064516129034,81.35059481861224,-0.18649405177772188,0.0,-0.9999999998969757
2025-04-08,37.4,27.9,0.1,75,38,22.14,98,0.1,22.6,True,11,72.0,True,7,29,1.2129032258064516,9.651612903225807,28.63225806451613,78.93195132667093,-0.21068048669836512,1.0360962565771423,-0.989639037330619
2025-04-09,34.0,24.8,0.6,90,45,20.46,99,0.7,23.099999999999998,True,12,72.0,False,6,28,1.467741935483871,10.258064516129032,29.303225806451614,78.83091149004429,-0.21169088506543118,6.823899370403959,-0.9317610061984762
2025-04-10,35.9,27.1,0.0,76,44,22.1,100,0.7,23.099999999999998,True,13,72.0,True,6,28,0.5935483870967742,9.72258064516129,29.112903225806456,79.34626038508615,-0.20653739611478947,7.199734571256829,-0.9280026541845784
2025-04-11,35.1,25.1,4.1,87,48,20.2,101,4.8,27.2,False,0,72.0,True,6,28,1.5903225806451613,9.770967741935483,30.17096774193548,90.15289211718728,-0.09847107879498272,49.12512379820773,-0.5087487619155786
2025-04-12,35.8,27.0,0.0,81,39,20.08,102,4.8,27.2,True,2,13.0,True,6,28,1.6451612903225807,10.1,30.84516129032258,88.1823886187684,-0.11817611377989597,47.524752470542104,-0.5247524751955691
2025-04-13,36.5,27.5,0.0,75,34,22.95,103,4.8,18.1,True,3,13.0,True,6,28,1.535483870967742,9.69032258064516,31.25161290322581,57.91701073307656,-0.420829892637236,49.53395472191893,-0.504660452677615
2025-04-14,36.3,27.4,0.5,71,40,21.97,104,5.3,18.6,True,4,13.0,True,6,28,1.2419354838709675,9.28709677419355,31.900000000000002,58.30721002952015,-0.4169278996734505,57.068426530847084,-0.4293157345838529
2025-04-15,36.0,27.6,0.2,67,39,21.19,105,5.4,18.8,True,5,13.0,True,6,28,1.1096774193548389,9.183870967741935,32.6258064516129,57.62309669588065,-0.423769033010543,58.79873550466189,-0.4120126448444945
2025-04-16,36.8,26.9,0.8,80,37,22.31,106,5.6,19.6,True,6,13.0,True,7,28,2.290322580645161,10.006451612903227,33.86451612903226,57.87769098705068,-0.42122309009996395,55.96389425617381,-0.44036105733832637
2025-04-17,34.0,27.1,0.9,77,52,16.65,107,6.5,20.5,True,7,13.0,False,6,27,1.6064516129032258,11.019354838709678,35.00322580645162,58.56603077890006,-0.4143396921824307,58.98711943258606,-0.41012880558338993
2025-04-18,36.8,27.5,0.8,83,42,23.17,108,3.2,21.3,True,8,13.0,True,6,27,1.435483870967742,10.864516129032257,36.25806451612904,58.74555159980328,-0.41254448397438725,29.45368170750278,-0.7054631828329294
2025-04-19,35.7,25.8,0.5,81,44,22.09,109,3.7,21.8,True,9,13.0,True,6,27,1.3806451612903226,10.6,37.4741935483871,58.17336661633522,-0.4182663338099628,34.905660374065505,-0.6509433961650053
2025-04-20,36.2,26.3,0.1,80,43,22.57,110,3.8000000000000003,15.9,True,10,13.0,True,6,27,1.6516129032258065,10.716129032258065,37.89677419354839,41.95607762912782,-0.5804392236823345,35.460565920833,-0.6453943406983527
2025-04-21,36.8,27.1,0.6,72,43,23.21,111,3.9,16.5,True,11,13.0,True,6,27,2.635483870967742,12.109677419354838,39.151612903225804,42.14385762436644,-0.578561423730794,32.205647306877,-0.6779435268486514
2025-04-22,38.0,27.4,0.4,73,36,23.28,112,4.1,16.8,True,12,13.0,True,6,27,2.803225806451613,13.803225806451612,41.022580645161284,40.95305496479553,-0.590469450327668,29.703201680484227,-0.7029679831227109
2025-04-23,33.5,27.2,0.6,75,46,11.98,113,3.9,17.4,True,13,13.0,False,5,26,3.290322580645161,14.803225806451614,43.50322580645161,39.997033960225494,-0.6000296603747584,26.345609063376084,-0.7365439092986863
2025-04-24,36.7,25.7,0.0,88,40,23.34,114,3.0,17.1,True,14,14.0,True,6,26,1.4580645161290324,14.654838709677419,43.25806451612903,39.53020134136806,-0.6046979865632024,20.471054367962573,-0.7952894562521374
2025-04-25,37.9,27.5,0.1,74,38,23.37,115,2.3,16.700000000000003,True,15,15.0,True,6,27,1.974193548387097,15.193548387096776,43.6483870967742,38.260291182332374,-0.617397088153766,15.138004245288153,-0.848619957481301
2025-04-26,34.8,25.9,1.4,80,47,21.21,116,3.1999999999999997,16.8,False,0,15.0,False,5,26,1.5,15.312903225806451,44.641935483870974,37.632776933906634,-0.6236722306385333,20.897408888460458,-0.791025911050091
2025-04-27,36.0,25.5,0.2,87,40,16.27,117,3.3,16.8,True,2,15.0,True,5,26,2.5,16.161290322580648,46.80322580645162,35.89496174711369,-0.6410503825074971,20.41916167538324,-0.7958083831842913
2025-04-28,36.9,25.6,11.2,92,39,23.39,118,13.899999999999999,23.1,False,0,15.0,True,5,26,3.051612903225806,16.57741935483871,48.980645161290326,47.16148577353662,-0.5283851422442177,83.8489978544477,-0.16151002139519993
2025-04-29,33.7,25.0,2.0,94,50,22.11,119,15.499999999999998,25.1,False,0,15.0,False,4,25,1.9483870967741932,15.722580645161289,50.29354838709678,49.90699762584369,-0.5009300237216799,98.58432498347125,-0.014156750101684743
2025-04-30,33.6,25.2,1.2,86,52,19.81,120,16.099999999999998,26.3,False,0,15.0,False,4,24,1.6193548387096774,14.051612903225806,51.248387096774195,51.318688234663014,-0.48681311763385715,114.57759411489461,0.14577594122011228
2025-05-01,32.8,26.1,9.0,83,48,16.46,121,25.099999999999998,35.3,False,0,15.0,False,3,23,1.8258064516129036,14.419354838709676,51.806451612903224,68.13823163006707,-0.31861768368002674,174.07158835481832,0.7407158836175343
2025-05-02,32.8,24.5,1.7,94,54,17.46,122,26.699999999999996,37.0,False,0,15.0,False,2,22,1.7548387096774194,14.2,52.7,70.2087286514192,-0.29791271346683285,188.02816900084306,0.8802816900788532
2025-05-03,33.8,25.6,0.6,90,48,16.14,123,25.9,37.6,True,2,15.0,False,2,21,1.367741935483871,14.06774193548387,52.938709677419354,71.02553165425522,-0.2897446834385582,184.10914926460129,0.8410914927170974
2025-05-04,34.2,26.9,0.7,81,50,19.16,124,26.4,38.3,True,3,15.0,False,1,20,1.967741935483871,13.535483870967742,53.36451612903226,71.7705373860697,-0.282294626120564,195.04289798368367,0.9504289799107166
2025-05-05,34.8,27.0,0.2,83,48,16.34,125,15.399999999999999,38.5,True,4,15.0,False,0,19,2.1548387096774198,12.638709677419357,54.20322580645162,71.02898291840629,-0.28971017079748806,121.84788156258986,0.21847881570502053
2025-05-06,35.4,26.8,0.1,83,42,21.75,126,13.5,38.6,True,5,15.0,True,1,19,2.967741935483871,13.658064516129034,55.22580645161291,69.89485981181849,-0.3010514018637077,98.84270192946592,-0.011572980632123987
2025-05-07,35.8,26.5,0.3,76,44,22.11,127,12.6,38.9,True,6,15.0,True,2,19,1.8580645161290323,13.896774193548387,55.43870967741936,70.16757826010985,-0.29832421738086357,90.6685236703558,-0.09331476322448293
2025-05-08,35.2,26.7,0.0,79,45,23.79,128,3.5999999999999996,38.8,True,7,15.0,True,3,19,2.435483870967742,14.506451612903225,56.661290322580655,68.47708511123096,-0.31522914887004166,24.816544361197877,-0.7518345563190864
2025-05-09,36.5,26.3,0.6,79,43,22.5,129,2.5,38.8,True,8,15.0,True,4,20,2.116129032258064,14.867741935483869,57.30967741935485,67.70235280755443,-0.3229764719070067,16.81492731498967,-0.8318507267828436
2025-05-10,34.3,25.4,0.0,89,49,22.47,130,1.9,38.8,True,9,15.0,False,4,19,2.948387096774194,16.448387096774194,59.664516129032265,65.03027681551906,-0.3496972318280491,11.551284564898822,-0.8844871542902155
2025-05-11,35.3,26.6,0.3,86,48,23.09,131,1.5,35.0,True,10,15.0,True,5,19,2.577419354838709,17.058064516129033,60.65161290322581,57.70662695362786,-0.4229337304472339,8.793494704476931,-0.9120650528966073
2025-05-12,35.6,27.0,0.1,73,47,22.38,132,1.4,35.1,True,11,15.0,True,6,19,1.3129032258064517,16.216129032258063,60.319354838709685,58.19027755398476,-0.41809722444357406,8.633379748821095,-0.913666202450122
2025-05-13,35.1,26.8,0.0,77,46,22.35,133,1.3,35.1,True,12,15.0,True,6,19,1.7999999999999998,15.048387096774192,60.58387096774194,57.93621212832329,-0.42063787870026104,8.638799570701389,-0.9136120042265338
2025-05-14,34.5,26.0,0.2,81,49,22.14,134,1.2,34.800000000000004,True,13,15.0,False,5,18,2.806451612903226,15.996774193548385,62.148387096774194,55.99501712771939,-0.44004982870671566,7.501512401224951,-0.9249848759252379
2025-05-15,36.0,26.4,0.0,81,42,23.52,135,1.2,34.6,True,14,15.0,True,5,18,3.448387096774194,17.009677419354837,64.48709677419355,53.654144364132215,-0.46345855634317074,7.054807509541629,-0.9294519248457936
2025-05-16,34.1,25.5,4.8,92,50,22.42,136,5.3999999999999995,38.6,False,0,15.0,False,4,17,1.8806451612903223,16.774193548387096,64.0774193548387,60.23962947952708,-0.397603705189123,32.19230769038853,-0.6780769230364994
2025-05-17,32.1,23.9,4.1,97,63,18.12,137,9.5,41.8,False,0,15.0,False,4,17,1.7483870967741937,15.574193548387097,64.21935483870968,65.08941129092938,-0.3491058870751345,60.99834299525487,-0.3900165699832425
2025-05-18,30.9,24.0,4.8,98,61,15.85,138,13.999999999999998,45.8,False,0,15.0,False,3,16,1.2096774193548387,14.206451612903226,63.99354838709677,71.56971468786236,-0.28430285310574993,98.54677565155549,-0.014532243414054432
2025-05-19,33.5,25.0,0.0,95,49,23.01,139,13.899999999999999,45.3,True,2,15.0,False,2,15,1.335483870967742,14.229032258064516,63.94838709677419,70.8383777228632,-0.2916162227557304,97.68759917699316,-0.023124008159789582
2025-05-20,34.8,24.0,20.0,95,49,22.92,140,33.9,65.19999999999999,False,0,15.0,False,1,14,3.0354838709677416,15.464516129032258,65.33225806451613,99.79756085365439,-0.0020243914481496467,219.21151437881608,1.192115143852825
2025-05-21,33.2,23.6,0.0,94,52,19.02,141,33.699999999999996,64.6,True,2,15.0,False,1,13,1.7645161290322582,14.42258064516129,64.46129032258065,100.21518290391495,0.0021518290546629166,233.6613732783639,1.3366137328529746
2025-05-22,33.6,25.1,0.1,88,53,22.66,142,33.8,64.3,True,3,15.0,False,0,12,1.6516129032258065,12.625806451612902,63.309677419354834,101.56425150150388,0.015642515030834168,267.70567192565437,1.6770567193357466
2025-05-23,34.3,25.5,2.6,88,52,22.1,143,31.599999999999998,66.3,False,0,15.0,False,0,12,1.2354838709677418,11.980645161290322,61.25483870967742,108.23634735723033,0.08236347358862844,263.7587506511133,1.6375875065946008
2025-05-24,31.0,23.4,0.0,90,57,17.22,144,27.5,66.3,True,2,15.0,False,0,11,2.0903225806451613,12.322580645161288,61.88709677419356,107.13057075667392,0.07130570758289763,223.16753924890529,1.2316753925702046
2025-05-25,34.0,25.1,0.0,83,48,23.57,145,22.7,66.2,True,3,14.0,False,0,10,3.064516129032258,14.17741935483871,62.97741935483871,105.11704143663442,0.05117041438222294,160.1137656314823,0.6011376563853577
2025-05-26,35.0,26.3,0.0,84,49,21.84,146,22.7,64.8,True,4,14.0,False,0,10,2.596774193548387,15.438709677419354,64.0741935483871,101.13275940032464,0.011327594018853467,147.03301294492684,0.4703301295140405
2025-05-27,33.8,25.2,0.3,84,54,15.8,147,3.0,64.89999999999999,True,5,14.0,False,0,9,1.0483870967741935,13.451612903225806,62.622580645161285,103.63673826651588,0.03636738268112734,22.30215827172334,-0.7769784172084261
2025-05-28,33.2,25.1,0.1,90,56,19.78,148,3.1,53.8,True,6,14.0,False,0,8,2.077419354838709,13.764516129032256,61.648387096774194,87.2691120283055,-0.12730887970072394,22.52167799227052,-0.7747832200046443
2025-05-29,30.8,24.9,0.9,91,65,12.96,149,3.9000000000000004,52.699999999999996,True,7,14.0,False,0,8,1.9387096774193548,14.051612903225807,61.63870967741935,85.4982206391823,-0.14501779359195335,27.754820934663915,-0.7224517905821947
2025-05-30,32.2,24.7,0.1,92,56,21.5,150,1.4000000000000001,51.6,True,8,14.0,False,0,8,2.129032258064516,14.945161290322579,62.14838709677419,83.02709436179082,-0.16972905636600136,9.367580400840936,-0.9063241959246793
2025-05-31,33.8,25.8,0.0,86,55,22.82,151,1.4000000000000001,42.6,True,9,14.0,False,0,8,2.2225806451612904,15.077419354838709,62.54516129032257,68.11078446432957,-0.3188921553407159,9.285408642944272,-0.9071459135042329
2025-06-01,34.5,26.2,0.6,85,48,22.29,152,2.0,41.5,True,10,14.0,False,0,8,1.529032258064516,13.541935483870967,62.31935483870967,66.59247372945579,-0.3340752626893957,14.768937588237646,-0.8523106240437789
2025-06-02,33.2,25.2,0.1,82,51,21.92,153,2.1,40.99999999999999,True,11,14.0,False,0,8,2.138709677419355,13.083870967741934,63.090322580645164,64.98619490642469,-0.35013805091990285,16.050295856761444,-0.8394970413559556
2025-06-03,33.0,25.1,1.2,86,53,16.81,154,3.0,41.5,False,0,14.0,False,0,8,3.335483870967742,15.370967741935484,64.45806451612903,64.38294464918634,-0.35617055349262267,19.517313744795306,-0.8048268624869892
2025-06-04,31.0,24.2,0.6,87,57,17.23,155,3.5,41.9,True,2,14.0,False,0,8,4.422580645161291,17.716129032258063,66.72580645161291,62.79429538218678,-0.37205704616314544,19.756008738870293,-0.8024399125548514
2025-06-05,32.0,25.1,0.7,85,55,20.33,156,3.3,42.49999999999999,True,3,14.0,False,0,7,3.774193548387097,19.551612903225806,67.53225806451613,62.93288750802438,-0.37067112490494836,16.87840290294798,-0.8312159709193735
2025-06-06,33.2,24.0,5.1,94,49,21.22,157,8.299999999999999,47.3,False,0,14.0,False,0,6,2.870967741935484,20.293548387096774,68.54516129032258,69.00560026253508,-0.3099439973600602,40.89969797922764,-0.5910030201584469
2025-06-07,31.5,23.9,0.9,95,60,17.07,158,9.2,48.199999999999996,True,2,14.0,False,0,5,2.812903225806452,20.883870967741935,68.92258064516129,69.9335392669812,-0.3006646073156789,44.05313561729125,-0.5594686437792037
2025-06-08,34.3,23.8,0.5,92,44,23.93,159,9.1,48.099999999999994,True,3,14.0,False,0,4,1.716129032258065,21.070967741935483,68.52258064516128,70.1958384322681,-0.29804161566272513,43.1873851785995,-0.5681261481665464
2025-06-09,34.2,26.0,0.6,83,48,22.68,160,9.6,48.699999999999996,True,4,14.0,False,0,4,2.519354838709677,21.451612903225804,68.09354838709677,71.51925718782647,-0.2848074281070496,44.75187969716195,-0.552481202981764
2025-06-10,33.7,25.0,8.4,89,52,20.6,161,16.799999999999997,56.8,False,0,14.0,False,0,3,3.116129032258064,21.23225806451613,68.63225806451611,82.75991727647795,-0.1724008272206501,79.12488604914482,-0.20875113946145374
2025-06-11,31.6,24.4,15.0,93,60,20.64,162,31.200000000000003,71.7,False,0,14.0,False,0,2,2.4935483870967743,19.303225806451614,69.81290322580645,102.7030773481269,0.027030773495592894,161.63101603440748,0.6163101603958797
2025-06-12,32.7,23.3,0.7,96,54,22.44,163,31.2,72.4,True,2,14.0,False,0,1,1.525806451612903,17.05483870967742,69.53870967741936,104.11467272661893,0.04114672728056983,182.9392850280478,0.8293928503391126
2025-06-13,33.2,24.1,8.2,92,55,21.97,164,34.3,80.39999999999999,False,0,14.0,False,0,1,1.6,15.783870967741935,68.33225806451613,117.66038804529693,0.1766038804676038,217.3104434769331,1.1731044348326871
2025-06-14,31.8,24.0,6.1,98,57,17.77,165,39.5,86.5,False,0,11.0,False,0,0,1.4967741935483871,14.46774193548387,66.38064516129032,130.3090679346683,0.30309067936174766,273.02118169796285,1.730211817048748
2025-06-15,29.8,23.5,0.9,97,65,11.57,166,39.9,82.6,True,2,11.0,False,0,0,1.912903225806452,14.664516129032258,66.41290322580645,124.37342140865768,0.2437342141016341,272.085349739475,1.7208534974629421
2025-06-16,30.7,23.7,4.3,95,61,16.62,167,43.6,82.8,False,0,11.0,False,0,0,1.941935483870968,14.087096774193547,66.60645161290323,124.31228205935018,0.2431228206085156,309.5030913451006,2.0950309135219927
2025-06-17,32.0,23.9,0.6,93,56,22.19,168,35.8,78.6,True,2,11.0,False,0,0,2.338709677419355,13.309677419354838,67.73548387096774,116.03962281950793,0.16039622820984265,268.9772176239983,1.6897721763151166
2025-06-18,33.5,23.5,0.4,89,53,22.41,169,21.199999999999996,78.99999999999999,True,3,11.0,False,0,0,4.580645161290323,15.396774193548389,70.98064516129033,111.29794582646323,0.11297945827872072,137.69117954270175,0.37691179549196635
2025-06-19,33.3,24.3,0.6,89,47,22.43,170,21.099999999999998,59.6,True,4,11.0,False,0,0,1.9967741935483871,15.86774193548387,69.94193548387098,85.21354118501907,-0.14786458813551168,132.97418173587678,0.3297418174217889
2025-06-20,32.9,23.8,1.1,95,51,22.58,171,13.999999999999998,60.7,False,0,11.0,False,0,0,2.6903225806451614,16.958064516129035,70.86774193548388,85.6525103542923,-0.14347489644296615,82.5565912068494,-0.17443408787253692
