doy,tmax_C,tmin_C,precip_mm,rh_max_pct,rh_min_pct,solar_MJ_m2,tmax_C_7d_std,tmin_C_7d_std,precip_mm_7d_std,rh_max_pct_7d_std,rh_min_pct_7d_std,solar_MJ_m2_7d_std,tmax_C_30d_std,tmin_C_30d_std,precip_mm_30d_std,rh_max_pct_30d_std,rh_min_pct_30d_std,solar_MJ_m2_30d_std
70,1.400952057233462,2.2281194153438575,2.446234763085716,18.73843729498446,10.138078967994396,2.6946103514676385,1.459641333687775,2.3086149172021413,1.648562014985675,19.60205374597347,10.809326352538287,3.1278414835349224,1.559378844519302,2.1215785026596072,1.3102742555706348,17.97327755732729,10.097641549357952,2.741323372368426
71,1.2983115586121106,2.147151150831289,1.3295079532855236,20.312716500086914,10.315663004664627,3.1566568677392186,1.4787969028945442,2.243848467948495,1.8097281392596474,19.27372104940918,10.995307300159379,3.09869692444073,1.5645432459964703,2.0886405039014004,1.450715699248049,17.541743701748235,10.121044233315995,2.7515726227216315
72,2.347334338057461,2.071387255268875,2.3319796380453384,20.407409575725133,13.446428953923165,4.3168645780179675,1.5039166752356927,2.230774105386253,1.9303745483477441,18.999336032797,10.786254323698586,3.021181430381959,1.58315144576896,2.041753063698126,1.490113164132787,17.12392339951019,10.142117494090524,2.7692948909173314
73,1.485036475421844,2.0870620395640485,2.5323498373891256,20.18969182315516,9.56168428947604,3.256461764831034,1.549449164633358,2.1137393593951495,1.958724248507131,18.06046398341636,10.768242607716045,3.0533114550355847,1.5813992571286617,2.0065424643450855,1.51446860702695,16.668715626366332,10.064654801278095,2.756001220867966
74,1.3994929957528512,2.404489528459859,1.4082934078453415,17.54557812749289,11.587256626528655,2.7445513960557197,1.6134632856667819,2.0107388341425456,1.7860585402021687,17.236914045047296,10.648701194722252,3.1074637639481613,1.5876897177555163,1.969719612134478,1.5602202553443172,16.238744072718134,10.045408983050141,2.763905395124879
75,1.395877185958554,2.31377827210671,1.4245693557922567,17.01757472327845,9.82502838650856,2.513248037684447,1.5930604624178903,1.9478862128321892,1.662770258577617,16.346814233219057,10.34343246330557,2.9515786659205494,1.5874030012390277,1.9329437183101248,1.5748864951035977,15.879442371473186,10.018152670639266,2.761292057177199
76,1.519139541397221,1.5441878541914067,2.2381347841066135,12.211839839191493,10.503558024916876,2.690787189453068,1.4151070606585616,1.8577324048961457,1.3689352211099286,14.502688625537315,9.349044943573668,2.6297327910378496,1.601390411596566,1.9007195278650177,1.6250813757065574,15.485243485761963,10.046206591945149,2.7518766518203353
77,1.8490509044674313,1.5071157385756295,1.2375748049509827,12.97358772640104,9.30128907703785,3.073676513855674,1.4255625350846175,1.729030348579238,1.3477026267344157,12.83666141756294,9.301416831874416,2.57100064780474,1.610205029660252,1.8757690404621163,1.6344908289867794,15.028709732810452,10.038900070981558,2.7468544878976857
78,1.1554917958698712,1.7071828016587938,0.46648998191365953,14.082017817289241,8.178781884747849,2.0654611815459347,1.5097896940622566,1.6371502618779912,1.56977730493706,12.296456297525967,9.314463128973998,2.54475529287636,1.624582460594013,1.8557235934085072,1.6504242574229955,14.606780163006599,9.99327798255559,2.7702921226715516
79,1.1016605257421594,1.4403105997165717,0.27513437577151784,7.498530321952918,6.48571631579984,2.0639434538390717,1.6437569835311474,1.5439389205700491,1.6987572228409331,11.653246929645563,9.598129526388204,2.6662894911129484,1.6428721736066543,1.8213160955541736,1.7181034661457304,14.219998765307382,9.942583837368971,2.803744290512396
80,1.5582247964042348,1.1861476453456958,2.383721676760537,8.52750136733454,9.228287507581278,2.8453367621992616,1.6957227412515068,1.5316505731758707,1.6966970874417355,11.602119800299226,9.607082293052656,2.6954200166956452,1.6448694356820528,1.7921895181944136,1.804989851141203,13.862015810355754,9.915526537879082,2.7642882305209384
81,1.989083108596325,1.7613289215511316,2.9628161552638517,13.764142287234094,11.678580706225734,2.5608339115570637,1.7597250196717913,1.5516766407468308,2.039784031459026,11.764520731816813,9.979350682910674,2.791421618782053,1.6395681740714705,1.752399141234686,1.8748689938066816,13.412290286349458,9.802302554065712,2.755169955032242
82,2.333648212240788,1.6612988829511155,2.327428781119369,12.515109148115618,11.810693168408008,3.363987425340568,1.902010992365721,1.5255673469897257,2.5801660870039,11.385797062630944,10.467256357986798,2.9017989609642334,1.6518116717562827,1.7039840056894142,2.007836436415072,13.039128037041486,9.71908742204854,2.7579003241691624
83,1.882899845439739,1.458169422432157,2.2237138363122293,11.853949933767142,10.566227391568031,2.8947008685319413,1.9882819193928007,1.5039721306696732,2.730308474107137,11.816826048114324,10.898203787619094,2.928567706953352,1.6740769712358954,1.6502227122425746,2.127606340341849,12.716391442566987,9.637210699041958,2.749344471629432
